Date,Team1,Team2,Final Result 1,Final Result 2,Tournament,Link Stats
6th of February 2020,EveryBodyDance,Ha MaSSe,16,13,CIS Minor Open Qualifier 2 - ESL One Rio 2020,https://www.hltv.org//stats/matches/mapstatsid/98416/ha-masse-vs-everybodydance
6th of February 2020,100pinggods,Moscow Five Academy,19,15,CIS Minor Open Qualifier 2 - ESL One Rio 2020,https://www.hltv.org//stats/matches/mapstatsid/98412/moscow-five-academy-vs-100pinggods
6th of February 2020,1WIN,SG.pro,16,13,CIS Minor Open Qualifier 2 - ESL One Rio 2020,https://www.hltv.org//stats/matches/mapstatsid/98413/1win-vs-sgpro
6th of February 2020,GamerLegion,Demolition Crew,16,12,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/98411/gamerlegion-vs-demolition-crew
6th of February 2020,mousesports,Natus Vincere,3,1,ICE Challenge 2020,https://www.hltv.org//stats/matches/72103/mousesports-vs-natus-vincere
6th of February 2020,Movistar Riders,Unicorns of Love,16,4,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/98409/unicorns-of-love-vs-movistar-riders
6th of February 2020,Nemiga,Singularity,9,16,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/98408/nemiga-vs-singularity
6th of February 2020,Formidable,TRIDENT,11,16,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/98404/trident-vs-formidable
6th of February 2020,ORDER,MC,16,13,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/98403/order-vs-mc
6th of February 2020,madlikewizards,Airborne,19,17,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/98401/madlikewizards-vs-airborne
6th of February 2020,Ground Zero,TRIDENT,17,19,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/98399/ground-zero-vs-trident
6th of February 2020,LiViD,Polar Ace,2,0,Americas Minor North America Open Qualifier 2 - ESL One Rio 2020,https://www.hltv.org//stats/matches/72096/livid-vs-polar-ace
6th of February 2020,Ze Pug Godz,Divine,2,0,Americas Minor North America Open Qualifier 2 - ESL One Rio 2020,https://www.hltv.org//stats/matches/72095/ze-pug-godz-vs-divine
5th of February 2020,AGO,Sprout,0,2,Europe Minor Open Qualifier 2 - ESL One Rio 2020,https://www.hltv.org//stats/matches/72094/ago-vs-sprout
5th of February 2020,Nordavind,PACT,2,1,Europe Minor Open Qualifier 2 - ESL One Rio 2020,https://www.hltv.org//stats/matches/72093/nordavind-vs-pact
5th of February 2020,AVEZ,Sprout,12,16,Europe Minor Open Qualifier 2 - ESL One Rio 2020,https://www.hltv.org//stats/matches/mapstatsid/98390/sprout-vs-avez
5th of February 2020,Juggernauts,AGO,11,16,Europe Minor Open Qualifier 2 - ESL One Rio 2020,https://www.hltv.org//stats/matches/mapstatsid/98389/ago-vs-juggernauts
5th of February 2020,Copenhagen Flames,PACT,14,16,Europe Minor Open Qualifier 2 - ESL One Rio 2020,https://www.hltv.org//stats/matches/mapstatsid/98386/pact-vs-copenhagen-flames
5th of February 2020,EXTREMUM,Hard Legion,0,2,Great Universe Cup,https://www.hltv.org//stats/matches/72089/extremum-vs-hard-legion
5th of February 2020,ex-Virtus.pro,Nordavind,8,16,Europe Minor Open Qualifier 2 - ESL One Rio 2020,https://www.hltv.org//stats/matches/mapstatsid/98384/ex-virtuspro-vs-nordavind
5th of February 2020,Natus Vincere,GODSENT,2,0,ICE Challenge 2020,https://www.hltv.org//stats/matches/72087/natus-vincere-vs-godsent
5th of February 2020,mousesports,MAD Lions,2,1,ICE Challenge 2020,https://www.hltv.org//stats/matches/72086/mousesports-vs-mad-lions
5th of February 2020,FURY,ROCK CANDY,1,0,ESEA MDL Season 33 Australia,
5th of February 2020,MC,AVANT,14,16,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/98378/avant-vs-mc
5th of February 2020,PC419,ROCK CANDY,16,13,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/98376/rock-candy-vs-pc419
5th of February 2020,Airborne,Formidable,16,14,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/98375/airborne-vs-formidable
5th of February 2020,FURY,Esper,16,10,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/98374/esper-vs-fury
5th of February 2020,PC419,AVANT,9,16,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/98373/avant-vs-pc419
5th of February 2020,FURY,Esper,16,10,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/98374/esper-vs-fury
5th of February 2020,PC419,AVANT,9,16,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/98373/avant-vs-pc419
5th of February 2020,ORDER,Skyfire,16,5,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/98372/order-vs-skyfire
5th of February 2020,Monstars,Polar Ace,12,16,Americas Minor North America Open Qualifier 2 - ESL One Rio 2020,https://www.hltv.org//stats/matches/mapstatsid/98371/monstars-vs-polar-ace
5th of February 2020,Divine,Station7,16,7,Americas Minor North America Open Qualifier 2 - ESL One Rio 2020,https://www.hltv.org//stats/matches/mapstatsid/98370/divine-vs-station7
5th of February 2020,LiViD,Mythic,16,7,Americas Minor North America Open Qualifier 2 - ESL One Rio 2020,https://www.hltv.org//stats/matches/mapstatsid/98369/mythic-vs-livid
5th of February 2020,ex-iNTACT,Polar Ace,14,16,Americas Minor North America Open Qualifier 2 - ESL One Rio 2020,https://www.hltv.org//stats/matches/mapstatsid/98367/polar-ace-vs-ex-intact
5th of February 2020,Prospects,Ze Pug Godz,3,16,Americas Minor North America Open Qualifier 2 - ESL One Rio 2020,https://www.hltv.org//stats/matches/mapstatsid/98368/ze-pug-godz-vs-prospects
5th of February 2020,RBG,Station7,20,22,Americas Minor North America Open Qualifier 2 - ESL One Rio 2020,https://www.hltv.org//stats/matches/mapstatsid/98364/station7-vs-rbg
5th of February 2020,Big Frames,Mythic,7,16,Americas Minor North America Open Qualifier 2 - ESL One Rio 2020,https://www.hltv.org//stats/matches/mapstatsid/98363/mythic-vs-big-frames
5th of February 2020,New England Whalers,Ze Pug Godz,10,16,Americas Minor North America Open Qualifier 2 - ESL One Rio 2020,https://www.hltv.org//stats/matches/mapstatsid/98362/ze-pug-godz-vs-new-england-whalers
5th of February 2020,Divine,Russian Street Party,16,4,Americas Minor North America Open Qualifier 2 - ESL One Rio 2020,https://www.hltv.org//stats/matches/mapstatsid/98361/divine-vs-russian-street-party
5th of February 2020,Faint,LiViD,13,16,Americas Minor North America Open Qualifier 2 - ESL One Rio 2020,https://www.hltv.org//stats/matches/mapstatsid/98360/livid-vs-faint
5th of February 2020,Monstars,ImPerium,16,10,Americas Minor North America Open Qualifier 2 - ESL One Rio 2020,https://www.hltv.org//stats/matches/mapstatsid/98359/imperium-vs-monstars
5th of February 2020,Asuna's Anime Aimers,Prospects,12,16,Americas Minor North America Open Qualifier 2 - ESL One Rio 2020,https://www.hltv.org//stats/matches/mapstatsid/98358/asunas-anime-aimers-vs-prospects
5th of February 2020,AGO,HAVU,22,20,Europe Minor Open Qualifier 2 - ESL One Rio 2020,https://www.hltv.org//stats/matches/mapstatsid/98355/havu-vs-ago
5th of February 2020,FATE,Nordavind,8,16,Europe Minor Open Qualifier 2 - ESL One Rio 2020,https://www.hltv.org//stats/matches/mapstatsid/98354/fate-vs-nordavind
5th of February 2020,Secret,Sprout,10,16,Europe Minor Open Qualifier 2 - ESL One Rio 2020,https://www.hltv.org//stats/matches/mapstatsid/98353/sprout-vs-secret
5th of February 2020,ex-Virtus.pro,Endpoint,16,12,Europe Minor Open Qualifier 2 - ESL One Rio 2020,https://www.hltv.org//stats/matches/mapstatsid/98352/ex-virtuspro-vs-endpoint
5th of February 2020,ad hoc,Juggernauts,6,16,Europe Minor Open Qualifier 2 - ESL One Rio 2020,https://www.hltv.org//stats/matches/mapstatsid/98351/juggernauts-vs-ad-hoc
4th of February 2020,Copenhagen Flames,FiveG,16,7,Europe Minor Open Qualifier 2 - ESL One Rio 2020,https://www.hltv.org//stats/matches/mapstatsid/98350/fiveg-vs-copenhagen-flames
4th of February 2020,AVEZ,AGF,16,9,Europe Minor Open Qualifier 2 - ESL One Rio 2020,https://www.hltv.org//stats/matches/mapstatsid/98349/agf-vs-avez
4th of February 2020,PACT,Complexity,16,10,Europe Minor Open Qualifier 2 - ESL One Rio 2020,https://www.hltv.org//stats/matches/mapstatsid/98348/complexity-vs-pact
4th of February 2020,Virtus.pro,GODSENT,0,2,ICE Challenge 2020,https://www.hltv.org//stats/matches/72058/virtuspro-vs-godsent
4th of February 2020,OG,MAD Lions,0,2,ICE Challenge 2020,https://www.hltv.org//stats/matches/72057/og-vs-mad-lions
4th of February 2020,PC419,Paradox,16,19,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/98342/pc419-vs-paradox
4th of February 2020,Skyfire,madlikewizards,6,16,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/98341/skyfire-vs-madlikewizards
4th of February 2020,AVANT,Incept,10,16,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/98340/incept-vs-avant
4th of February 2020,Rugratz,Asuna's Anime Aimers,16,5,ESEA MDL Season 33 North America,https://www.hltv.org//stats/matches/mapstatsid/98339/rugratz-vs-asunas-anime-aimers
4th of February 2020,Imperial,paiN,0,2,Americas Minor South America Open Qualifier 1 - ESL One Rio 2020,https://www.hltv.org//stats/matches/72052/imperial-vs-pain
3rd of February 2020,W7M,RED Canids,2,1,Americas Minor South America Open Qualifier 1 - ESL One Rio 2020,https://www.hltv.org//stats/matches/72051/w7m-vs-red-canids
3rd of February 2020,Alma,paiN,8,16,Americas Minor South America Open Qualifier 1 - ESL One Rio 2020,https://www.hltv.org//stats/matches/mapstatsid/98334/pain-vs-alma
3rd of February 2020,Space Jam,Espada,1,2,CIS Minor Open Qualifier 1 - ESL One Rio 2020,https://www.hltv.org//stats/matches/72049/space-jam-vs-espada
3rd of February 2020,Unicorns of Love,Demolition Crew,5,16,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/98329/unicorns-of-love-vs-demolition-crew
3rd of February 2020,Unique,Nemiga,0,2,CIS Minor Open Qualifier 1 - ESL One Rio 2020,https://www.hltv.org//stats/matches/72047/unique-vs-nemiga
3rd of February 2020,Wisla Krakow,Illuminar,4,16,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/98328/illuminar-vs-wisla-krakow
3rd of February 2020,Wisla Krakow,GamerLegion,16,10,ESEA MDL Season 33 Europe,https://www.hltv.org//stats/matches/mapstatsid/98325/gamerlegion-vs-wisla-krakow
3rd of February 2020,Bravos,RED Canids,14,16,Americas Minor South America Open Qualifier 1 - ESL One Rio 2020,https://www.hltv.org//stats/matches/mapstatsid/98324/red-canids-vs-bravos
3rd of February 2020,Keyd,W7M,16,19,Americas Minor South America Open Qualifier 1 - ESL One Rio 2020,https://www.hltv.org//stats/matches/mapstatsid/98321/w7m-vs-keyd
3rd of February 2020,TeamOne,Imperial,11,16,Americas Minor South America Open Qualifier 1 - ESL One Rio 2020,https://www.hltv.org//stats/matches/mapstatsid/98322/teamone-vs-imperial
2nd of February 2020,Espada,DreamEaters,16,11,CIS Minor Open Qualifier 1 - ESL One Rio 2020,https://www.hltv.org//stats/matches/mapstatsid/98320/dreameaters-vs-espada
2nd of February 2020,SG.pro,Nemiga,1,16,CIS Minor Open Qualifier 1 - ESL One Rio 2020,https://www.hltv.org//stats/matches/mapstatsid/98319/sgpro-vs-nemiga
2nd of February 2020,Unique,Se7en,16,13,CIS Minor Open Qualifier 1 - ESL One Rio 2020,https://www.hltv.org//stats/matches/mapstatsid/98318/unique-vs-se7en
2nd of February 2020,Space Jam,BlinkDagger,16,5,CIS Minor Open Qualifier 1 - ESL One Rio 2020,https://www.hltv.org//stats/matches/mapstatsid/98317/blinkdagger-vs-space-jam
2nd of February 2020,FaZe,Liquid,2,0,BLAST Premier Spring Series 2020,https://www.hltv.org//stats/matches/72037/faze-vs-liquid
2nd of February 2020,ENCE,GODSENT,0,2,ICE Challenge 2020,https://www.hltv.org//stats/matches/72036/ence-vs-godsent
2nd of February 2020,NiP,Liquid,0,2,BLAST Premier Spring Series 2020,https://www.hltv.org//stats/matches/72035/nip-vs-liquid
2nd of February 2020,Heroic,MAD Lions,0,2,ICE Challenge 2020,https://www.hltv.org//stats/matches/72034/heroic-vs-mad-lions
2nd of February 2020,savage,Sinners,0,2,Supreme Masters European Invitational 2020,https://www.hltv.org//stats/matches/72033/savage-vs-sinners
2nd of February 2020,OG,Natus Vincere,0,2,ICE Challenge 2020,https://www.hltv.org//stats/matches/72032/og-vs-natus-vincere
2nd of February 2020,Maple,ClownS,2,0,Asia Minor SEA Open Qualifier 2 - ESL One Rio 2020,https://www.hltv.org//stats/matches/72031/maple-vs-clowns
2nd of February 2020,SGINDOMIX,HZ,0,2,Asia Minor SEA Open Qualifier 2 - ESL One Rio 2020,https://www.hltv.org//stats/matches/72030/sgindomix-vs-hz
2nd of February 2020,Vexed,Sinners,1,2,Supreme Masters European Invitational 2020,https://www.hltv.org//stats/matches/72029/vexed-vs-sinners
2nd of February 2020,Virtus.pro,mousesports,0,2,ICE Challenge 2020,https://www.hltv.org//stats/matches/72028/virtuspro-vs-mousesports
2nd of February 2020,FURY,ex-Genuine,5,16,ESEA MDL Season 33 Australia,https://www.hltv.org//stats/matches/mapstatsid/98291/fury-vs-ex-genuine
2nd of February 2020,Rugratz,Infinity,2,0,Americas Minor North America Open Qualifier 1 - ESL One Rio 2020,https://www.hltv.org//stats/matches/72026/rugratz-vs-infinity
2nd of February 2020,Faint,Envy,0,2,Americas Minor North America Open Qualifier 1 - ESL One Rio 2020,https://www.hltv.org//stats/matches/72025/faint-vs-envy
