Date,Team1,Team2,Final Result 1,Final Result 2,Tournament,Player Team,Player,KD,ADR,KAST,Rating,Map,Overall Kills,Overall Deaths,Overal Kill / Death,Overall Kill / Round,Overall Rounds with Kills,Overall Kill - Death Diff,Opening Total Kills,Opening Total Deaths,Opening Kill Ratio,Opening Kill rating,Opening Team win percent after 1st kill,Opening 1st kill in won rounds
28th of April 2020,Thunder Logic,AA,0,2,eFire Master League North America Season 2,Thunder Logic,Bryce 'PureR' Lovell,26-35,-9,76.5,56.5%,All maps,2891,2766,1.05,0.77,1904,125,423,390,1.08,1.06,67.8%,15.9%
28th of April 2020,Thunder Logic,AA,0,2,eFire Master League North America Season 2,Thunder Logic,Andy 'Andersin' Collins,31-40,-9,71.1,60.9%,All maps,1678,1762,0.95,0.7,1106,-84,241,292,0.83,0.96,66.4%,13.7%
28th of April 2020,Thunder Logic,AA,0,2,eFire Master League North America Season 2,Thunder Logic,Brian 'Brian2K' Ladron De Guevara,24-38,-14,58.5,52.2%,All maps,1514,1326,1.14,0.77,1003,188,235,185,1.27,1.11,69.8%,17.2%
28th of April 2020,Thunder Logic,AA,0,2,eFire Master League North America Season 2,Thunder Logic,Sean 'Inseaniac' Morrison,23-38,-15,60.6,58.7%,All maps,402,503,0.8,0.57,290,-101,42,64,0.66,0.81,66.7%,8.7%
28th of April 2020,Thunder Logic,AA,0,2,eFire Master League North America Season 2,Thunder Logic,Brandon 'Sharkie' Ly,25-37,-12,55.0,54.3%,All maps,627,816,0.77,0.58,438,-189,75,124,0.6,0.82,73.3%,11.4%
28th of April 2020,Thunder Logic,AA,0,2,eFire Master League North America Season 2,AA,Robert 'robby' Brown,45-26,19,98.5,78.3%,All maps,4372,4429,0.99,0.68,3016,-57,488,519,0.94,0.91,71.5%,11.2%
28th of April 2020,Thunder Logic,AA,0,2,eFire Master League North America Season 2,AA,Lucas 'Fiziq' Blow,39-25,14,89.5,82.6%,All maps,2621,3115,0.84,0.59,1847,-494,422,448,0.94,0.98,69.7%,14.5%
28th of April 2020,Thunder Logic,AA,0,2,eFire Master League North America Season 2,AA,Brenden 'stellar' McGrath,35-25,10,84.1,87.0%,All maps,6953,6928,1.0,0.67,4798,25,845,837,1.01,0.94,69.3%,11.5%
28th of April 2020,Thunder Logic,AA,0,2,eFire Master League North America Season 2,AA,Matthew 'nero' Seymour,38-29,9,87.8,78.3%,All maps,1711,1624,1.05,0.73,1141,87,289,242,1.19,1.11,67.1%,17.5%
28th of April 2020,Thunder Logic,AA,0,2,eFire Master League North America Season 2,AA,Damian 'droid' Boulware,31-24,7,65.8,69.6%,All maps,2778,2973,0.93,0.65,1960,-195,337,396,0.85,0.91,71.5%,11.9%
28th of April 2020,W7M,DETONA,2,0,CLUTCH Season 2,W7M,Rinaldo 'ableJ' Moda Junior,44-39,5,85.5,67.8%,All maps,6240,5958,1.05,0.66,4364,282,756,768,0.98,0.93,72.6%,10.6%
28th of April 2020,W7M,DETONA,2,0,CLUTCH Season 2,W7M,Antonio 'real' Oliveira,37-36,1,74.5,69.5%,All maps,5883,5560,1.06,0.69,3982,323,863,855,1.01,1.01,69.5%,13.5%
28th of April 2020,W7M,DETONA,2,0,CLUTCH Season 2,W7M,Rafael 'raafa' Lima,38-38,0,61.2,71.2%,All maps,9293,8491,1.09,0.69,6335,802,1547,1331,1.16,1.07,76.4%,16.8%
28th of April 2020,W7M,DETONA,2,0,CLUTCH Season 2,W7M,Felipe 'skullz' Medeiros,43-42,1,74.9,76.3%,All maps,2309,2211,1.04,0.7,1544,98,294,315,0.93,0.95,74.5%,12.9%
28th of April 2020,W7M,DETONA,2,0,CLUTCH Season 2,W7M,Fillipe 'pancc' Martins,40-37,3,74.8,67.8%,All maps,7738,7076,1.09,0.74,5081,662,1181,1136,1.04,1.05,74.5%,16.1%
28th of April 2020,W7M,DETONA,2,0,CLUTCH Season 2,DETONA,Lucas 'Lucaozy' Neves,51-38,13,84.1,69.5%,All maps,3076,3117,0.99,0.65,2137,-41,388,478,0.81,0.91,72.9%,11.8%
28th of April 2020,W7M,DETONA,2,0,CLUTCH Season 2,DETONA,André 'tiburci0' Rossetto,48-36,12,83.4,74.6%,All maps,6251,5845,1.07,0.66,4359,406,740,624,1.19,0.95,73.6%,10.9%
28th of April 2020,W7M,DETONA,2,0,CLUTCH Season 2,DETONA,Matheus 'Tuurtle' Anhaia,33-35,-2,65.4,67.8%,All maps,6701,6915,0.97,0.68,4532,-214,1121,1172,0.96,1.04,74.0%,16.4%
28th of April 2020,W7M,DETONA,2,0,CLUTCH Season 2,DETONA,Vinicius 'vsm' Moreira,28-44,-16,61.8,67.8%,All maps,7116,5776,1.23,0.81,4545,1340,1237,1024,1.21,1.18,74.9%,19.6%
28th of April 2020,W7M,DETONA,2,0,CLUTCH Season 2,DETONA,Henrique 'rikz' Waku,32-49,-17,68.0,59.3%,All maps,947,1197,0.79,0.57,667,-250,128,189,0.68,0.86,68.0%,11.6%
27th of April 2020,Alma,Keyd,1,1,CLUTCH Season 2,Alma,Julio 'FATAL' Souza,48-32,16,103.7,85.4%,All maps,2210,2265,0.98,0.68,1482,-55,273,336,0.81,0.92,68.5%,12.2%
27th of April 2020,Alma,Keyd,1,1,CLUTCH Season 2,Alma,Raul 'r4ul' Bruzaca,40-33,7,82.2,70.8%,All maps,1495,1585,0.94,0.66,1021,-90,207,210,0.99,0.97,69.1%,14.0%
27th of April 2020,Alma,Keyd,1,1,CLUTCH Season 2,Alma,Lucas 'nqz' Soares,37-34,3,81.8,72.9%,All maps,681,687,0.99,0.66,479,-6,82,82,1.0,0.93,70.7%,11.9%
27th of April 2020,Alma,Keyd,1,1,CLUTCH Season 2,Alma,Leonardo 'zmb' Toledo,21-40,-19,69.6,60.4%,All maps,861,1045,0.82,0.61,591,-184,144,191,0.75,0.95,70.8%,16.1%
27th of April 2020,Alma,Keyd,1,1,CLUTCH Season 2,Alma,Daniel 'DANVIET' Marques,20-37,-17,56.6,60.4%,All maps,1845,2064,0.89,0.65,1244,-219,298,393,0.76,0.96,66.1%,15.3%
27th of April 2020,Alma,Keyd,1,1,CLUTCH Season 2,Keyd,Matheus 'mawth' Gonçalves,39-29,10,88.6,75.0%,All maps,3338,3087,1.08,0.73,2207,251,511,426,1.2,1.07,70.1%,16.5%
27th of April 2020,Alma,Keyd,1,1,CLUTCH Season 2,Keyd,Jhonatan 'jntzika' Willian,37-32,5,78.8,72.9%,All maps,1078,1064,1.01,0.7,742,14,179,164,1.09,1.07,68.7%,16.9%
27th of April 2020,Alma,Keyd,1,1,CLUTCH Season 2,Keyd,Pedro 'bnc' Mendes,29-32,-3,73.1,79.2%,All maps,2523,2651,0.95,0.66,1729,-128,369,386,0.96,0.98,66.7%,13.5%
27th of April 2020,Alma,Keyd,1,1,CLUTCH Season 2,Keyd,Guilherme 'piriaz1n' Barbosa,37-37,0,79.1,62.5%,All maps,1134,1202,0.94,0.67,755,-68,198,213,0.93,1.04,72.2%,17.2%
27th of April 2020,Alma,Keyd,1,1,CLUTCH Season 2,Keyd,Thiago 'tifa' França,31-37,-6,77.0,64.6%,All maps,6421,6401,1.0,0.68,4374,20,916,984,0.93,0.98,73.0%,13.7%
27th of April 2020,AA,ETHEREAL,2,1,eFire Master League North America Season 2,AA,Robert 'robby' Brown,55-37,18,77.1,68.6%,All maps,4317,4392,0.98,0.68,2982,-75,485,510,0.95,0.91,71.3%,11.3%
27th of April 2020,AA,ETHEREAL,2,1,eFire Master League North America Season 2,AA,Matthew 'nero' Seymour,51-42,9,71.1,70.0%,All maps,1660,1582,1.05,0.73,1104,78,279,240,1.16,1.1,67.0%,17.5%
27th of April 2020,AA,ETHEREAL,2,1,eFire Master League North America Season 2,AA,Damian 'droid' Boulware,47-47,0,83.3,67.1%,All maps,2731,2926,0.93,0.65,1929,-195,329,388,0.85,0.9,71.1%,11.8%
27th of April 2020,AA,ETHEREAL,2,1,eFire Master League North America Season 2,AA,Lucas 'Fiziq' Blow,46-49,-3,73.3,70.0%,All maps,2575,3066,0.84,0.59,1815,-491,410,440,0.93,0.97,69.0%,14.3%
27th of April 2020,AA,ETHEREAL,2,1,eFire Master League North America Season 2,AA,Brenden 'stellar' McGrath,47-46,1,77.9,68.6%,All maps,6906,6882,1.0,0.67,4766,24,839,833,1.01,0.94,69.2%,11.5%
27th of April 2020,AA,ETHEREAL,2,1,eFire Master League North America Season 2,ETHEREAL,Malick 'dangle' Abid,57-47,10,75.9,60.0%,All maps,1617,1642,0.98,0.7,1085,-25,295,255,1.16,1.12,70.8%,19.6%
27th of April 2020,AA,ETHEREAL,2,1,eFire Master League North America Season 2,ETHEREAL,Shawn 'Magowi' O'Malley,42-51,-9,68.1,68.6%,All maps,1053,1109,0.95,0.68,719,-56,148,166,0.89,0.97,60.8%,12.6%
27th of April 2020,AA,ETHEREAL,2,1,eFire Master League North America Season 2,ETHEREAL,Dennison 'fdeN' Fong,45-51,-6,72.3,65.7%,All maps,1660,1510,1.1,0.73,1129,150,248,242,1.02,1.03,69.8%,15.9%
27th of April 2020,AA,ETHEREAL,2,1,eFire Master League North America Season 2,ETHEREAL,Tony 'w0w' Zachary,38-46,-8,66.2,62.9%,All maps,806,893,0.9,0.61,563,-87,98,101,0.97,0.91,69.4%,10.6%
27th of April 2020,AA,ETHEREAL,2,1,eFire Master League North America Season 2,ETHEREAL,Austin 'RenZ' Dickman,38-51,-13,64.8,64.3%,All maps,1966,2052,0.96,0.7,1329,-86,240,233,1.03,0.96,72.9%,13.8%
27th of April 2020,Keep the Comms Up,Thunder Logic,1,2,eFire Master League North America Season 2,Keep the Comms Up,Sterling 'sterling' Allard,87-73,14,86.9,80.6%,All maps,1913,1980,0.97,0.67,1286,-67,239,254,0.94,0.94,71.1%,13.1%
27th of April 2020,Keep the Comms Up,Thunder Logic,1,2,eFire Master League North America Season 2,Keep the Comms Up,Jonah 'JonahP' Pulice,88-68,20,82.3,71.3%,All maps,3623,3635,1.0,0.7,2442,-12,657,626,1.05,1.1,68.5%,18.9%
27th of April 2020,Keep the Comms Up,Thunder Logic,1,2,eFire Master League North America Season 2,Keep the Comms Up,Trevor 'FrostayK' Bandle,80-73,7,84.7,75.0%,All maps,3460,4091,0.85,0.58,2516,-631,419,471,0.89,0.89,70.4%,10.5%
27th of April 2020,Keep the Comms Up,Thunder Logic,1,2,eFire Master League North America Season 2,Keep the Comms Up,Nick 'zeptic' Kaoud,69-72,-3,77.5,83.3%,All maps,2023,2128,0.95,0.69,1341,-105,287,345,0.83,0.96,66.2%,13.1%
27th of April 2020,Keep the Comms Up,Thunder Logic,1,2,eFire Master League North America Season 2,Keep the Comms Up,Blake 'miniature' Gittins,79-83,-4,74.0,72.2%,All maps,631,754,0.84,0.65,440,-123,105,131,0.8,0.98,66.7%,15.9%
27th of April 2020,Keep the Comms Up,Thunder Logic,1,2,eFire Master League North America Season 2,Thunder Logic,Sean 'Inseaniac' Morrison,92-77,15,83.1,70.4%,All maps,1422,1249,1.14,0.77,942,173,221,175,1.26,1.11,71.5%,17.5%
27th of April 2020,Keep the Comms Up,Thunder Logic,1,2,eFire Master League North America Season 2,Thunder Logic,Andy 'Andersin' Collins,74-83,-9,80.2,64.8%,All maps,1604,1679,0.96,0.7,1057,-75,233,280,0.83,0.97,67.4%,14.0%
27th of April 2020,Keep the Comms Up,Thunder Logic,1,2,eFire Master League North America Season 2,Thunder Logic,Bryce 'PureR' Lovell,78-83,-5,76.0,69.4%,All maps,2813,2683,1.05,0.77,1845,130,410,378,1.08,1.05,68.5%,16.1%
27th of April 2020,Keep the Comms Up,Thunder Logic,1,2,eFire Master League North America Season 2,Thunder Logic,Brian 'Brian2K' Ladron De Guevara,67-78,-11,63.3,67.6%,All maps,335,425,0.79,0.56,239,-90,32,53,0.6,0.79,62.5%,7.4%
27th of April 2020,Keep the Comms Up,Thunder Logic,1,2,eFire Master League North America Season 2,Thunder Logic,Brandon 'Sharkie' Ly,58-82,-24,70.3,67.6%,All maps,569,734,0.78,0.59,395,-165,70,111,0.63,0.84,72.9%,11.8%
26th of April 2020,BOOM,Isurus,2,0,ESL One: Road to Rio - South America,BOOM,João 'felps' Vasconcellos,62-39,23,91.3,87.3%,All maps,14743,13741,1.07,0.76,9766,1002,2484,2494,1.0,1.09,75.2%,17.4%
26th of April 2020,BOOM,Isurus,2,0,ESL One: Road to Rio - South America,BOOM,Ricardo 'boltz' Prass,52-35,17,86.3,79.4%,All maps,18882,16950,1.11,0.71,12728,1932,2311,2065,1.12,0.97,78.2%,12.7%
26th of April 2020,BOOM,Isurus,2,0,ESL One: Road to Rio - South America,BOOM,Bruno 'shz' Martinelli,45-45,0,88.2,71.4%,All maps,11375,10121,1.12,0.73,7581,1254,1296,1145,1.13,0.96,74.8%,11.7%
26th of April 2020,BOOM,Isurus,2,0,ESL One: Road to Rio - South America,BOOM,Gustavo 'yel' Knittel,45-37,8,71.6,74.6%,All maps,13174,12355,1.07,0.68,9044,819,2388,1957,1.22,1.12,71.7%,17.7%
26th of April 2020,BOOM,Isurus,2,0,ESL One: Road to Rio - South America,BOOM,Marcelo 'chelo' Cespedes,42-46,-4,73.7,69.8%,All maps,11219,10484,1.07,0.71,7472,735,1642,1575,1.04,1.02,74.7%,14.8%
26th of April 2020,BOOM,Isurus,2,0,ESL One: Road to Rio - South America,Isurus,Marcos 'decov9jse' Amato,51-48,3,81.8,71.4%,All maps,2300,2126,1.08,0.72,1525,174,280,254,1.1,0.97,75.0%,12.6%
26th of April 2020,BOOM,Isurus,2,0,ESL One: Road to Rio - South America,Isurus,José 'L!nKz^' Ortega,48-49,-1,69.5,63.5%,All maps,3844,3430,1.12,0.71,2591,414,650,443,1.47,1.13,73.2%,17.4%
26th of April 2020,BOOM,Isurus,2,0,ESL One: Road to Rio - South America,Isurus,Roberto 'reversive' Themtham,35-45,-10,64.3,65.1%,All maps,7358,7103,1.04,0.68,5032,255,1001,928,1.08,0.99,72.6%,13.1%
26th of April 2020,BOOM,Isurus,2,0,ESL One: Road to Rio - South America,Isurus,Nicolás 'Noktse' Dávila,32-52,-20,67.7,55.6%,All maps,9468,9014,1.05,0.68,6449,454,1761,1510,1.17,1.12,75.7%,18.0%
26th of April 2020,BOOM,Isurus,2,0,ESL One: Road to Rio - South America,Isurus,Gabriel '1962' Sinopoli,36-52,-16,67.1,55.6%,All maps,7804,7696,1.01,0.71,5162,108,1256,1277,0.98,1.04,74.2%,16.0%
26th of April 2020,Movistar Riders,c0ntact,2,1,ESL One: Road to Rio - Europe,Movistar Riders,Lucas 'steel' Lopes,63-56,7,94.0,74.0%,All maps,17945,18053,0.99,0.66,12479,-108,2350,2485,0.95,0.95,75.7%,12.5%
26th of April 2020,Movistar Riders,c0ntact,2,1,ESL One: Road to Rio - Europe,Movistar Riders,Alejandro 'alex' Masanet,58-50,8,87.5,71.4%,All maps,13977,13061,1.07,0.71,9396,916,1999,1996,1.0,1.0,72.9%,14.5%
26th of April 2020,Movistar Riders,c0ntact,2,1,ESL One: Road to Rio - Europe,Movistar Riders,Rajohn 'EasTor' Linato,52-50,2,65.4,72.7%,All maps,5963,5454,1.09,0.7,4035,509,1022,798,1.28,1.11,73.8%,17.5%
26th of April 2020,Movistar Riders,c0ntact,2,1,ESL One: Road to Rio - Europe,Movistar Riders,Alejandro 'mopoz' Fernández-Quejo Cano,43-56,-13,74.3,71.4%,All maps,10495,10717,0.98,0.67,7042,-222,1767,2121,0.83,1.0,71.9%,16.0%
26th of April 2020,Movistar Riders,c0ntact,2,1,ESL One: Road to Rio - Europe,Movistar Riders,Christian 'loWel' Garcia Antoran,41-49,-8,50.4,68.8%,All maps,17216,15475,1.11,0.71,11722,1741,1810,1512,1.2,0.94,74.3%,11.0%
26th of April 2020,Movistar Riders,c0ntact,2,1,ESL One: Road to Rio - Europe,c0ntact,Luka 'emi' Vuković,62-52,10,86.1,79.2%,All maps,15206,16031,0.95,0.65,10566,-825,2139,2422,0.88,0.95,74.6%,12.8%
26th of April 2020,Movistar Riders,c0ntact,2,1,ESL One: Road to Rio - Europe,c0ntact,Otto 'ottoNd' Sihvo,60-47,13,82.3,74.0%,All maps,13976,11631,1.2,0.75,9303,2345,2384,1570,1.52,1.16,76.3%,18.2%
26th of April 2020,Movistar Riders,c0ntact,2,1,ESL One: Road to Rio - Europe,c0ntact,Rokas 'EspiranTo' Milasauskas,54-56,-2,73.4,66.2%,All maps,14402,13046,1.1,0.76,9455,1356,2325,2196,1.06,1.08,74.1%,17.0%
26th of April 2020,Movistar Riders,c0ntact,2,1,ESL One: Road to Rio - Europe,c0ntact,Georgi 'SHiPZ' Grigorov,43-52,-9,60.0,68.8%,All maps,18713,17448,1.07,0.74,12377,1265,2747,2432,1.13,1.05,74.0%,15.4%
26th of April 2020,Movistar Riders,c0ntact,2,1,ESL One: Road to Rio - Europe,c0ntact,Nestor 'LETN1' Tanić,42-50,-8,57.6,67.5%,All maps,18880,17628,1.07,0.67,12964,1252,2764,2703,1.02,1.0,75.5%,13.7%
26th of April 2020,G2,FaZe,0,2,ESL One: Road to Rio - Europe,G2,Nemanja 'nexa' Isaković,61-55,6,85.5,77.6%,All maps,16376,14238,1.15,0.73,10989,2138,1828,1754,1.04,0.94,74.1%,11.0%
26th of April 2020,G2,FaZe,0,2,ESL One: Road to Rio - Europe,G2,Kenny 'kennyS' Schrub,52-50,2,70.4,68.4%,All maps,32901,26883,1.22,0.77,21707,6018,5173,3458,1.5,1.14,76.8%,17.7%
26th of April 2020,G2,FaZe,0,2,ESL One: Road to Rio - Europe,G2,Audric 'JaCkz' Jug,46-53,-7,75.4,73.7%,All maps,13031,12420,1.05,0.71,8650,611,2078,2059,1.01,1.05,72.8%,15.7%
26th of April 2020,G2,FaZe,0,2,ESL One: Road to Rio - Europe,G2,Nemanja 'huNter-' Kovač,49-54,-5,73.4,61.8%,All maps,21446,17959,1.19,0.79,13960,3487,3325,2708,1.23,1.11,76.8%,17.3%
26th of April 2020,G2,FaZe,0,2,ESL One: Road to Rio - Europe,G2,François 'AmaNEk' Delaunay,39-49,-10,50.9,65.8%,All maps,12968,11500,1.13,0.71,8772,1468,1714,1460,1.17,1.0,72.3%,13.0%
26th of April 2020,G2,FaZe,0,2,ESL One: Road to Rio - Europe,FaZe,Marcelo 'coldzera' David,67-50,17,94.4,81.6%,All maps,23563,18075,1.3,0.79,15532,5488,2732,1869,1.46,1.02,75.5%,12.6%
26th of April 2020,G2,FaZe,0,2,ESL One: Road to Rio - Europe,FaZe,Helvijs 'broky' Saukants,54-43,11,71.2,80.3%,All maps,5530,5049,1.1,0.68,3786,481,652,548,1.19,0.95,75.6%,11.5%
26th of April 2020,G2,FaZe,0,2,ESL One: Road to Rio - Europe,FaZe,Nikola 'NiKo' Kovač,54-51,3,80.1,68.4%,All maps,25505,21236,1.2,0.8,16334,4269,4417,3663,1.21,1.17,72.8%,19.4%
26th of April 2020,G2,FaZe,0,2,ESL One: Road to Rio - Europe,FaZe,Olof 'olofmeister' Kajbjer,43-47,-4,62.9,68.4%,All maps,26443,23461,1.13,0.73,17657,2982,4048,3728,1.09,1.05,76.2%,15.6%
26th of April 2020,G2,FaZe,0,2,ESL One: Road to Rio - Europe,FaZe,Håvard 'rain' Nygaard,43-56,-13,63.4,69.7%,All maps,23550,22303,1.06,0.73,15517,1247,4024,3960,1.02,1.08,74.2%,17.6%
26th of April 2020,Nexus,LF Org,2,1,Betano Masters,Nexus,Adrian 'XELLOW' Guta,74-54,20,96.2,68.2%,All maps,12324,10302,1.2,0.81,7980,2022,2206,1681,1.31,1.21,73.8%,20.3%
26th of April 2020,Nexus,LF Org,2,1,Betano Masters,Nexus,Ivan 'iM' Mihai,71-58,13,90.5,72.9%,All maps,3439,3495,0.98,0.69,2370,-56,418,460,0.91,0.93,69.6%,11.5%
26th of April 2020,Nexus,LF Org,2,1,Betano Masters,Nexus,Catalin-Ionut 'BTN' Stanescu,55-60,-5,73.0,63.5%,All maps,10836,11318,0.96,0.68,7381,-482,1483,1645,0.9,0.96,74.8%,13.3%
26th of April 2020,Nexus,LF Org,2,1,Betano Masters,Nexus,Cristian 'sXe' Nita,44-49,-5,59.8,74.1%,All maps,7527,7109,1.06,0.71,5037,418,915,983,0.93,0.94,74.3%,11.9%
26th of April 2020,Nexus,LF Org,2,1,Betano Masters,Nexus,Mihnea 'mhN1' Gheata,49-52,-3,58.0,67.1%,All maps,90,93,0.97,0.68,61,-3,13,11,1.18,1.02,69.2%,15.0%
26th of April 2020,Nexus,LF Org,2,1,Betano Masters,LF Org,Cosmin-Mihai 'cosmeeeN' Butuc,61-61,0,82.8,69.4%,All maps,6666,5557,1.2,0.81,4322,1109,871,695,1.25,1.06,76.7%,15.1%
26th of April 2020,Nexus,LF Org,2,1,Betano Masters,LF Org,Bogdan 'nJ' Nicolae,63-57,6,69.2,72.9%,All maps,2261,2224,1.02,0.71,1512,37,294,264,1.11,0.99,68.4%,13.1%
26th of April 2020,Nexus,LF Org,2,1,Betano Masters,LF Org,Roberto 'r1d3r' Patru,52-55,-3,69.5,68.2%,All maps,2501,2687,0.93,0.65,1706,-186,315,356,0.88,0.92,72.1%,11.6%
26th of April 2020,Nexus,LF Org,2,1,Betano Masters,LF Org,Valentin 'SEMINTE' Bodea,57-57,0,69.7,61.2%,All maps,5748,5615,1.02,0.7,3835,133,765,781,0.98,0.97,75.9%,13.7%
26th of April 2020,Nexus,LF Org,2,1,Betano Masters,LF Org,Adrian 'KunKKa' Hutanu,40-64,-24,59.1,61.2%,All maps,1014,1244,0.82,0.61,717,-230,170,188,0.9,0.99,74.1%,16.7%
26th of April 2020,North,mousesports,2,0,ESL One: Road to Rio - Europe,North,Markus 'Kjaerbye' Kjærbye,48-36,12,82.4,69.0%,All maps,25999,23774,1.09,0.72,17489,2225,3560,3665,0.97,0.99,73.7%,13.9%
26th of April 2020,North,mousesports,2,0,ESL One: Road to Rio - Europe,North,Mathias 'MSL' Lauridsen,43-36,7,77.3,74.1%,All maps,25324,28538,0.89,0.64,17404,-3214,4885,5653,0.86,1.05,74.5%,17.7%
26th of April 2020,North,mousesports,2,0,ESL One: Road to Rio - Europe,North,Nicklas 'gade' Gade,43-40,3,77.1,72.4%,All maps,12147,12221,0.99,0.67,8135,-74,1790,2058,0.87,0.97,74.1%,14.2%
26th of April 2020,North,mousesports,2,0,ESL One: Road to Rio - Europe,North,Philip 'aizy' Aistrup,37-39,-2,77.0,81.0%,All maps,25133,23963,1.05,0.7,16766,1170,3630,3561,1.02,1.01,73.6%,14.4%
26th of April 2020,North,mousesports,2,0,ESL One: Road to Rio - Europe,North,René 'cajunb' Borg,33-37,-4,62.9,70.7%,All maps,27241,24396,1.12,0.71,18336,2845,3649,3173,1.15,1.0,75.3%,13.5%
26th of April 2020,North,mousesports,2,0,ESL One: Road to Rio - Europe,mousesports,Özgür 'woxic' Eker,48-42,6,87.3,63.8%,All maps,16418,13443,1.22,0.75,10775,2975,2712,1775,1.53,1.15,76.5%,18.1%
26th of April 2020,North,mousesports,2,0,ESL One: Road to Rio - Europe,mousesports,Robin 'ropz' Kool,37-39,-2,70.4,70.7%,All maps,14527,12237,1.19,0.73,9757,2290,1779,1498,1.19,0.99,73.6%,12.4%
26th of April 2020,North,mousesports,2,0,ESL One: Road to Rio - Europe,mousesports,David 'frozen' Čerňanský,36-37,-1,69.6,69.0%,All maps,16990,14167,1.2,0.78,11029,2823,2454,2117,1.16,1.07,73.8%,15.6%
26th of April 2020,North,mousesports,2,0,ESL One: Road to Rio - Europe,mousesports,Chris 'chrisJ' de Jong,39-41,-2,70.7,65.5%,All maps,28483,26910,1.06,0.69,19066,1573,5278,4580,1.15,1.12,73.3%,18.1%
26th of April 2020,North,mousesports,2,0,ESL One: Road to Rio - Europe,mousesports,Finn 'karrigan' Andersen,27-46,-19,57.0,51.7%,All maps,27078,29312,0.92,0.63,18700,-2234,4150,4801,0.86,0.96,75.3%,13.5%
26th of April 2020,Heretics,ENCE,2,0,ESL One: Road to Rio - Europe,Heretics,Bryan 'Maka' Canda,43-17,26,110.0,88.4%,All maps,12773,11942,1.07,0.7,8612,831,2349,1898,1.24,1.14,72.2%,18.4%
26th of April 2020,Heretics,ENCE,2,0,ESL One: Road to Rio - Europe,Heretics,Fabien 'kioShiMa' Fiey,36-18,18,89.1,81.4%,All maps,23472,22172,1.06,0.67,16172,1300,3029,2844,1.07,0.97,73.7%,12.2%
26th of April 2020,Heretics,ENCE,2,0,ESL One: Road to Rio - Europe,Heretics,Nabil 'Nivera' Benrlitom,38-25,13,81.2,76.7%,All maps,709,531,1.34,0.79,449,178,94,68,1.38,1.07,72.3%,14.7%
26th of April 2020,Heretics,ENCE,2,0,ESL One: Road to Rio - Europe,Heretics,Alexandre 'xms' Forté,27-26,1,68.1,88.4%,All maps,9945,10276,0.97,0.66,6705,-331,1398,1754,0.8,0.94,69.9%,13.0%
26th of April 2020,Heretics,ENCE,2,0,ESL One: Road to Rio - Europe,Heretics,Lucas 'Lucky' Chastang,28-25,3,75.2,74.4%,All maps,11328,10406,1.09,0.7,7610,922,1632,1508,1.08,1.02,72.7%,14.0%
26th of April 2020,Heretics,ENCE,2,0,ESL One: Road to Rio - Europe,ENCE,Jere 'sergej' Salo,36-32,4,85.3,74.4%,All maps,11477,9711,1.18,0.75,7675,1766,1575,1412,1.12,1.03,74.0%,14.1%
26th of April 2020,Heretics,ENCE,2,0,ESL One: Road to Rio - Europe,ENCE,Miikka 'suNny' Kemppi,21-35,-14,56.2,55.8%,All maps,21557,19773,1.09,0.75,14226,1784,3266,3050,1.07,1.06,75.4%,16.4%
26th of April 2020,Heretics,ENCE,2,0,ESL One: Road to Rio - Europe,ENCE,Jani 'Aerial' Jussila,19-34,-15,55.8,51.2%,All maps,11291,10329,1.09,0.73,7484,962,1823,1663,1.1,1.08,75.4%,16.8%
26th of April 2020,Heretics,ENCE,2,0,ESL One: Road to Rio - Europe,ENCE,Sami 'xseveN' Laasanen,16-37,-21,57.4,62.8%,All maps,16277,16175,1.01,0.67,11134,102,2344,2342,1.0,0.99,71.8%,13.4%
26th of April 2020,Heretics,ENCE,2,0,ESL One: Road to Rio - Europe,ENCE,Aleksi 'allu' Jalli,19-35,-16,52.8,44.2%,All maps,27788,23809,1.17,0.75,18605,3979,4488,2906,1.54,1.14,77.2%,17.7%
25th of April 2020,Liquid,MIBR,2,0,ESL One: Road to Rio - North America,Liquid,Keith 'NAF' Markovic,44-26,18,87.1,80.7%,All maps,23061,19997,1.15,0.73,15440,3064,3017,2465,1.22,1.02,75.5%,13.5%
25th of April 2020,Liquid,MIBR,2,0,ESL One: Road to Rio - North America,Liquid,Jonathan 'EliGE' Jablonowski,51-39,12,94.4,70.2%,All maps,24536,22175,1.11,0.76,16093,2361,4179,3980,1.05,1.11,73.8%,17.8%
25th of April 2020,Liquid,MIBR,2,0,ESL One: Road to Rio - North America,Liquid,Russel 'Twistzz' Van Dulken,41-32,9,70.5,78.9%,All maps,19278,16055,1.2,0.75,12643,3223,2251,2065,1.09,0.97,74.0%,12.1%
25th of April 2020,Liquid,MIBR,2,0,ESL One: Road to Rio - North America,Liquid,Jake 'Stewie2K' Yip,35-37,-2,65.8,73.7%,All maps,21958,20920,1.05,0.72,14643,1038,4154,4030,1.03,1.12,75.9%,18.8%
25th of April 2020,Liquid,MIBR,2,0,ESL One: Road to Rio - North America,Liquid,Nick 'nitr0' Cannella,23-39,-16,49.3,59.6%,All maps,22582,21757,1.04,0.68,15299,825,3464,3396,1.02,1.02,75.4%,14.8%
25th of April 2020,Liquid,MIBR,2,0,ESL One: Road to Rio - North America,MIBR,Epitacio 'TACO' de Melo,41-39,2,92.9,61.4%,All maps,17337,18092,0.96,0.61,12272,-755,2536,2834,0.89,0.95,73.7%,12.2%
